gene_id	gene_name	logCPM	logFC	PValue	FDR	gene_biotype	entrezid	ave_tx_len	gc_content	rankingStat	signedRank	DE
ENSG00000182795	C1orf116	5.03206304763099	4.16603276863126	2.3359434199657463e-18	3.046771002661323e-14	protein_coding	79098	4321.5	52.55119750086778	17.63153768069245	13043	TRUE
ENSG00000165272	AQP3	4.087770409018148	2.3694217784228075	1.7929759368466955e-15	1.1692892572145725e-11	protein_coding	360	1282.857142857143	58.69710467706013	14.746425538973693	13042	TRUE
ENSG00000109814	UGDH	5.758155560509216	1.5219553586011434	5.383555728415833e-14	2.3405905788575905e-10	protein_coding	7358	1273.0833333333333	43.261111474766	13.268930786945022	13041	TRUE
ENSG00000096060	FKBP5	4.08258136614159	1.9989916696075092	1.9958115022387714e-13	6.507842355925073e-10	protein_coding	2289	4725.25	42.75964234696578	12.699880478781765	13040	TRUE
ENSG00000100003	SEC14L2	4.634643082745056	2.6536480494766477	3.3998986533633656e-13	8.868975627163676e-10	protein_coding	23541	1251.0588235294117	55.256723716381416	12.46853402852864	13039	TRUE
ENSG00000156284	CLDN8	3.73716022526583	2.3065343996414724	4.662814917414287e-13	1.0136182494639091e-9	protein_coding	9073	2092	37.3326959847036	12.331351822791472	13038	TRUE
ENSG00000145088	EAF2	2.7856776155554788	1.8688428485904338	6.386405208501685e-11	1.1899697590641068e-7	protein_coding	55840	836.8	41.204588910133864	10.19474352954331	13037	TRUE
ENSG00000157214	STEAP2	3.218759830034066	1.3771052393748895	1.3789858041368744e-10	2.2482639804196566e-7	protein_coding	261729	3202.9	38.23722251709389	9.860440204612225	13036	TRUE
ENSG00000164188	RANBP3L	1.0124343957793942	4.405700185378267	2.3493876741684794e-10	3.144994324234267e-7	protein_coding	202151	2251.75	35.83879205062726	9.629045314060884	13035	TRUE
ENSG00000176387	HSD11B2	3.8279708952379976	1.1383035024697568	2.4112507277729565e-10	3.144994324234267e-7	protein_coding	3291	912	62.66447368421054	9.617757628267611	13034	TRUE
ENSG00000287262	AC021148.3	1.424781428755578	3.3237998599929983	4.567973584497427e-10	5.416370860236358e-7	lncRNA	"NA"	2631	45.4960091220068	9.340276416176431	13033	TRUE
ENSG00000241878	PISD	4.994376854419192	1.096291142166707	5.174353121294115e-10	5.624090646753262e-7	protein_coding	23761	1540.3529411764705	58.313602688459476	9.286143936385534	13032	TRUE
